Description,Basic Unit,Beginning Balance ,Quantity Received ,Quantity Dispensed ,Losses and Adjustments,Ending Balance (Physical Count)
Tabs Hyoscine N-Butylbromide 10mg,100's,8,0,5,0,3
Tabs Hyoscine N-Butylbromide 10mg,100's,10,0,5,0,5
Tabs Hyoscine N-Butylbromide 10mg,100's,8,0,5,0,3
Tabs Hyoscine N-Butylbromide 10mg,100's,5,0,4,0,1
Tabs Hyoscine N-Butylbromide 10mg,100's,9,0,2,0,7
Tabs Hyoscine N-Butylbromide 10mg,100's,40,0,20,0,20
Tabs Hyoscine N-Butylbromide 10mg,100's,100,0,20,0,80
Tabs Hyoscine N-Butylbromide 10mg,100's,5,0,5,0,0
Tabs Metronidazole 200mg,100's,0,0,0,0,0
Tabs Metronidazole 200mg,100's,0,0,0,0,0
Tabs Metronidazole 200mg,100's,0,0,0,0,0
Tabs Metronidazole 200mg,100's,0,0,0,0,0
Tabs Metronidazole 200mg,100's,0,0,0,0,0
Tabs Metronidazole 200mg,100's,0,0,0,0,0
Tabs Metronidazole 200mg,100's,0,0,0,0,0
Tabs Metronidazole 200mg,100's,0,0,0,0,0
Tabs Metronidazole 200mg,100's,0,0,0,0,0
Tabs Metronidazole 200mg,100's,0,0,0,0,0
Tabs Metronidazole 200mg,100's,0,0,0,0,0
Tabs Metronidazole 200mg,100's,0,0,0,0,0
Tabs Metronidazole 200mg,100's,0,0,0,0,0
Tabs Metronidazole 200mg,100's,0,0,0,0,0
Tabs Metronidazole 200mg,100's,0,0,0,0,0
Tabs Metronidazole 200mg,100's,0,0,0,0,0
Tabs Metronidazole 200mg,100's,0,0,0,0,0
Tabs Metronidazole 200mg,100's,0,0,0,0,0
Tabs Metronidazole 200mg,100's,0,0,0,0,0
Tabs Metronidazole 200mg,100's,0,0,0,0,0
Tabs Metronidazole 200mg,100's,0,0,0,0,0
Tabs Metronidazole 200mg,100's,0,0,0,0,0
Tabs Metronidazole 200mg,100's,0,0,0,0,0
Tabs Metronidazole 200mg,100's,0,0,0,0,0
Tabs Metronidazole 200mg,100's,0,0,0,0,0
Tabs Metronidazole 200mg,100's,0,0,0,0,0
Tabs Metronidazole 200mg,100's,0,0,0,0,0
Tabs Metronidazole 200mg,100's,0,0,0,0,0
Tabs Metronidazole 200mg,100's,500,0,0,0,500
Tabs Metronidazole 200mg,100's,1000,0,0,0,1000
Tabs Metronidazole 200mg,100's,1,0,0,0,1
Tabs Metronidazole 200mg,100's,1,0,0,0,1
Tabs Metronidazole 200mg,100's,1,0,0,0,1
Tabs Metronidazole 200mg,100's,1,0,0,0,1
Tabs Metronidazole 200mg,100's,1,0,0,0,1
Tabs Metronidazole 200mg,100's,1000,1000,0,0,2000
Tabs Metronidazole 200mg,100's,0,1,0,0,1
Tabs Metronidazole 200mg,100's,5,20,10,0,15
Tabs Metronidazole 200mg,100's,20,20,10,0,30
Tabs Metronidazole 200mg,100's,20,20,10,0,10
Tabs Metronidazole 200mg,100's,0,2000,860,0,1140
Tabs Metronidazole 200mg,100's,0,2000,1000,0,1000
Tabs Metronidazole 200mg,100's,0,10,10,0,0
Tabs Metronidazole 200mg,100's,0,3000,2000,0,1000
Tabs Metronidazole 200mg,100's,0,1000,500,0,500
Tabs Metronidazole 200mg,100's,0,100,40,0,60
Tabs Metronidazole 200mg,100's,0,2,1,0,1
Tabs Metronidazole 200mg,100's,0,2,1,0,1
Tabs Metronidazole 200mg,100's,0,2000,1000,0,1000
Tabs Metronidazole 200mg,100's,0,1000,500,0,500
Tabs Metronidazole 200mg,100's,0,2000,1000,0,1000
Tabs Metronidazole 200mg,100's,0,10,3,0,7
Tabs Metronidazole 200mg,100's,0,3000,2000,0,1000
Tabs Metronidazole 200mg,100's,0,2,2,0,0
Tabs Metronidazole 200mg,100's,0,1,1,0,0
Tabs Metronidazole 200mg,100's,0,10,4,0,6
Tabs Metronidazole 200mg,100's,350,0,320,0,30
Tabs Metronidazole 200mg,100's,1,0,30,0,70
Tabs Metronidazole 200mg,100's,6,0,3,0,3
Tabs Metronidazole 200mg,100's,10,0,10,0,0
Tabs Metronidazole 200mg,100's,500,0,500,0,0
Tabs Metronidazole 200mg,100's,1,0,1,0,0
Tabs Metronidazole 200mg,100's,750,0,750,0,0
Tabs Metronidazole 200mg,100's,-1000,0,1000,0,0
Tabs Metronidazole 200mg,100's,1,0,1,0,0
Tabs Metronidazole 200mg,100's,1,0,1,0,0
Tabs Metronidazole 200mg,100's,1000,0,1000,0,0
Tabs Metronidazole 200mg,100's,1000,0,1000,0,0
Water for Injection,100's,33,0,0,200,200
Water for Injection,100's,33,50,1650,100,150
Water for Injection,100's,33,50,1650,100,150
5% Dextrose water,1016142,43617,40,0,0,0
D/Water,1016143,43617,20,0,0,0
Cap Meloxican 15mg (Evans),10's,725,0,0,10,10
Cap Meloxican 15mg (Evans),10's,725,8,5800,0,8
Cap Meloxican 15mg (Evans),10's,725,10,7250,0,10
Cap Meloxican 7.5 mg,10's,600,0,0,0,0
Cap Meloxican 7.5 mg,10's,600,0,0,10,10
Cap Meloxican 7.5 mg,10's,600,8,4800,0,8
Cap Meloxican 7.5mg,10's,560,0,0,0,0
Cap Meloxican 7.5mg,10's,560,0,0,0,0
Cap Meloxican 7.5mg,10's,560,0,0,0,0
Cap. Tramadol,10's,90,0,0,0,0
Cap. Tramadol,10's,90,0,0,0,0
Cap. Tramadol,10's,90,0,0,0,0
Tab cimetidine 400mg,10's,0,10,5,0,5
Tab Ciprofloxacin/Tinidazole,10's,0,2,2,0,0
Tab Clomid,10's,400,0,0,0,0
Tab Clomid,10's,400,0,0,0,0
Tab Clomid,10's,400,0,0,0,0
Tab Clomid (short pack),10's,1800,0,0,0,0
Tab Clomid (short pack),10's,1800,0,0,0,0
Tab Clomid (short pack),10's,1800,0,0,0,0
Tab Ofloxacin,10's,2,0,0,0,2
Tab Praziquantel,10's,0,4,0,0,0
Tab. Aceclophenac 100mg,10's,195,0,0,0,0
Tab. Aceclophenac 100mg,10's,195,0,0,0,0
Tab. Aceclophenac 100mg,10's,195,0,0,0,0
Tab. Azithromycin 500mg,10's,1100,0,0,0,0
Tab. Azithromycin 500mg,10's,1100,0,0,0,0
Tab. Azithromycin 500mg,10's,1100,40,44000,0,40
Tab. Cefixime 200mg,10's,1100,0,0,0,0
Tab. Cefixime 200mg,10's,1100,0,0,0,0
Tab. Cefixime 200mg,10's,1000,10,10000,0,10
Tab. Cefuroxime 250mg,10's,700,0,0,0,0
Tab. Cefuroxime 250mg,10's,700,3,2100,0,3
Tab. Cefuroxime 250mg,10's,700,8,5600,0,8
Tab. Cefuroxime 500mg,10's,1200,0,0,0,0
Tab. Cefuroxime 500mg,10's,1200,0,0,0,0
Tab. Cefuroxime 500mg,10's,1200,0,0,0,0
Tab. Cefuroxime 500mg,10's,1400,0,0,0,0
Tab. Cefuroxime 500mg,10's,1400,4,5600,0,4
Tab. Cefuroxime 500mg,10's,1400,10,14000,0,10
Tab. Ciprofloxacin 500mg (Cenox),10's,270,0,0,0,0
Tab. Ciprofloxacin 500mg (Cenox),10's,270,0,0,0,0
Tab. Ciprofloxacin 500mg (Cenox),10's,270,0,0,0,0
Tab. Ciprofloxacin 500mg (Dana),10's,370,0,0,0,0
Tab. Ciprofloxacin 500mg (Dana),10's,370,0,0,0,0
Tab. Ciprofloxacin 500mg (Dana),10's,370,0,0,100,100
Tab. Clathromycin,10's,1225,0,0,0,0
Tab. Clathromycin,10's,1225,3,3675,0,3
Tab. Clathromycin,10's,1225,3,3675,0,3
Tab. Fluconazole 50mg,10's,540,0,0,0,0
Tab. Fluconazole 50mg,10's,540,5,2700,0,5
Tab. Fluconazole 50mg,10's,540,5,2700,0,5
Tab. Ibuprofen 200mg,10's,100,0,0,0,0
Tab. Ibuprofen 200mg,10's,2200,0,0,0,0
Tab. Ibuprofen 200mg,10's,100,0,0,0,0
Tab. Ibuprofen 200mg,10's,2200,0,0,0,0
Tab. Ibuprofen 200mg,10's,100,0,0,0,0
Tab. Ibuprofen 200mg,10's,2200,0,0,0,0
Tab. Ketoconazole,10's,300,10,3000,0,10
Tab. Ketoconazole,10's,300,6,1800,0,6
Tab. Ketoconazole,10's,300,6,1800,0,6
Tab. Levoflocxacine 500mg,10's,450,0,0,0,0
Tab. Levoflocxacine 500mg,10's,450,0,0,0,0
Tab. Levoflocxacine 500mg,10's,450,0,0,0,0
Tab. Ofloxacin 200mg( Oflomed),10's,500,0,0,0,0
Tab. Ofloxacin 200mg( Oflomed),10's,500,0,0,0,0
Tab. Ofloxacin 200mg( Oflomed),10's,500,0,0,0,0
Tab. Ofloxacin 200mg(Tuyil),10's,250,2,500,10,12
Tab. Ofloxacin 200mg(Tuyil),10's,250,13,3250,0,13
Tab. Ofloxacin 200mg(Tuyil),10's,250,10,2500,0,10
Tab. Ofloxacin 200mg(Vixa),10's,500,0,0,0,0
Tab. Ofloxacin 200mg(Vixa),10's,500,0,0,0,0
Tab. Ofloxacin 200mg(Vixa),10's,500,0,0,0,0
Tab. Pefloxacin 400mg,10's,585,0,0,0,0
Tab. Pefloxacin 400mg,10's,585,0,0,0,0
Tab. Pefloxacin 400mg,10's,585,0,0,0,0
Tab. Praziquantel 600mg,10's,295,0,0,0,0
Tab. Praziquantel 600mg,10's,295,0,0,0,0
Tab. Praziquantel 600mg,10's,1000,3,3000,0,3
URINE BAG,10's,150,0,0,0,0
URINE BAG,10's,150,0,0,10,10
URINE BAG,10's,150,10,1500,10,20
Cap. Jawaron,120's,1750,0,0,0,0
Cap. Jawaron,120's,1750,0,0,40,40
Cap. Jawaron,120's,1750,10,17500,0,10
Cap. Lincomycin,12's,80,0,0,0,0
Cap. Lincomycin,12's,80,0,0,0,0
Cap. Lincomycin,12's,80,0,0,0,0
Tab. Artesunate,12's,250,0,0,0,0
Tab. Artesunate,12's,250,0,0,0,0
Tab. Artesunate,12's,250,0,0,0,0
Tab. Artesunate/Amodiaquine(Juhel),12's,300,0,0,0,0
Tab. Artesunate/Amodiaquine(Juhel),12's,300,0,0,0,0
Tab. Artesunate/Amodiaquine(Juhel),12's,300,0,0,0,0
Tab. Arthemeter/Lumefantrine,12's,310,0,0,0,0
Tab. Arthemeter/Lumefantrine,12's,310,30,9300,0,30
Tab. Arthemeter/Lumefantrine,12's,310,40,12400,0,40
Tab. Amoxil/Clav. Acid 375mg (Vixa),14's,2100,0,0,0,0
Tab. Amoxil/Clav. Acid 375mg (Vixa),14's,2100,0,0,0,0
Tab. Amoxil/Clav. Acid 375mg (Vixa),14's,2100,0,0,0,0
Tab. Amoxil/clavulanic acid 625mg,14's,1400,0,0,0,0
Tab. Amoxil/clavulanic acid 625mg,14's,1400,0,0,0,0
Tab. Amoxil/clavulanic acid 625mg,14's,1400,0,0,0,0
Tab. Ciprofloxacin 500mg,14's,400,0,0,0,0
Tab. Ciprofloxacin 500mg,14's,400,0,0,0,0
Tab. Ciprofloxacin 500mg,14's,400,0,0,0,0
Tab. Ciprotab(Evans),14's,350,0,0,0,0
Tab. Ciprotab(Evans),14's,350,0,0,0,0
Tab. Ciprotab(Evans),14's,350,0,0,0,0
Tab. Ofloxacin + Ornadazole,14's,625,0,0,0,0
Tab. Ofloxacin + Ornadazole,14's,625,0,0,0,0
Tab. Ofloxacin + Ornadazole,14's,625,0,0,0,0
Tab. Omeprazole 20mg,14's,680,0,0,0,0
Tab. Omeprazole 20mg,14's,680,0,0,0,0
Tab. Omeprazole 20mg,14's,250,0,0,0,0
Tab. Omeprazole 20mg,14's,680,0,0,0,0
Tab. Omeprazole 20mg,14's,250,0,0,50,50
Tab. Omeprazole 20mg,14's,250,30,7500,0,30
Tabs Ciprofloxacin 500mg,14's,0,0,0,0,0
Tabs Ciprofloxacin 500mg,14's,0,0,0,0,0
Tabs Ciprofloxacin 500mg,14's,0,0,0,0,0
Tabs Ciprofloxacin 500mg,14's,0,0,0,0,0
Tabs Ciprofloxacin 500mg,14's,0,0,0,0,0
Tabs Ciprofloxacin 500mg,14's,0,0,0,0,0
Tabs Ciprofloxacin 500mg,14's,0,0,0,0,0
Tabs Ciprofloxacin 500mg,14's,0,0,0,0,0
Tabs Ciprofloxacin 500mg,14's,0,0,0,0,0
Tabs Ciprofloxacin 500mg,14's,0,0,0,0,0
Tabs Ciprofloxacin 500mg,14's,0,0,0,0,0
Tabs Ciprofloxacin 500mg,14's,0,0,0,0,0
Tabs Ciprofloxacin 500mg,14's,0,0,0,0,0
Tabs Ciprofloxacin 500mg,14's,0,0,0,0,0
Tabs Ciprofloxacin 500mg,14's,0,0,0,0,0
Tabs Ciprofloxacin 500mg,14's,0,0,0,0,0
Tabs Ciprofloxacin 500mg,14's,0,0,0,0,0
Tabs Ciprofloxacin 500mg,14's,0,0,0,0,0
Tabs Ciprofloxacin 500mg,14's,0,0,0,0,0
Tabs Ciprofloxacin 500mg,14's,0,0,0,0,0
Tabs Ciprofloxacin 500mg,14's,0,0,0,0,0
Tabs Ciprofloxacin 500mg,14's,0,0,0,0,0
Tabs Ciprofloxacin 500mg,14's,0,0,0,0,0
Tabs Ciprofloxacin 500mg,14's,0,0,0,0,0
Tabs Ciprofloxacin 500mg,14's,0,0,0,0,0
Tabs Ciprofloxacin 500mg,14's,0,0,0,0,0
Tabs Ciprofloxacin 500mg,14's,0,0,0,0,0
Tabs Ciprofloxacin 500mg,14's,0,0,0,0,0
Tabs Ciprofloxacin 500mg,14's,0,0,0,0,0
Tabs Ciprofloxacin 500mg,14's,0,0,0,0,0
Tabs Ciprofloxacin 500mg,14's,0,0,0,0,0
Tabs Ciprofloxacin 500mg,14's,0,0,0,0,0
Tabs Ciprofloxacin 500mg,14's,0,0,0,0,0
Tabs Ciprofloxacin 500mg,14's,0,0,0,0,0
Tabs Ciprofloxacin 500mg,14's,0,0,0,0,0
Tabs Ciprofloxacin 500mg,14's,0,0,0,0,0
Tabs Ciprofloxacin 500mg,14's,0,0,0,0,0
Tabs Ciprofloxacin 500mg,14's,0,0,0,0,0
Tabs Ciprofloxacin 500mg,14's,0,0,0,0,0
Tabs Ciprofloxacin 500mg,14's,0,0,0,0,0
Tabs Ciprofloxacin 500mg,14's,0,0,0,0,0
Tabs Ciprofloxacin 500mg,14's,0,0,0,0,0
Tabs Ciprofloxacin 500mg,14's,0,0,0,0,0
Tabs Ciprofloxacin 500mg,14's,0,0,0,0,0
Tabs Ciprofloxacin 500mg,14's,0,0,0,0,0
Tabs Ciprofloxacin 500mg,14's,0,0,0,0,0
Tabs Ciprofloxacin 500mg,14's,0,1,1,0,0
Tabs Ciprofloxacin 500mg,14's,0,10,2,0,8
Tabs Ciprofloxacin 500mg,14's,0,40,8,0,32
Tabs Ciprofloxacin 500mg,14's,0,40,5,0,35
Tabs Ciprofloxacin 500mg,14's,0,40,20,0,20
Tabs Ciprofloxacin 500mg,14's,0,40,20,0,20
Tabs Ciprofloxacin 500mg,14's,0,10,9,0,1
Tabs Ciprofloxacin 500mg,14's,0,10,5,0,5
Tabs Ciprofloxacin 500mg,14's,5,0,3,0,2
Tabs Ciprofloxacin 500mg,14's,30,0,10,0,20
Tabs Ciprofloxacin 500mg,14's,7,0,2,0,5
Tabs Ciprofloxacin 500mg,14's,21,0,9,0,12
Tabs Ciprofloxacin 500mg,14's,28,0,6,0,22
Tabs Ciprofloxacin 500mg,14's,27,0,6,0,21
Tabs Ciprofloxacin 500mg,14's,10,0,3,0,7
Tabs Ciprofloxacin 500mg,14's,10,0,3,0,7
Tabs Ciprofloxacin 500mg,14's,20,0,10,0,10
Tabs Ciprofloxacin 500mg,14's,35,0,8,0,27
Tabs Ciprofloxacin 500mg,14's,20,0,10,0,10
Tabs Ciprofloxacin 500mg,14's,21,0,5,0,16
Tabs Ciprofloxacin 500mg,14's,23,0,10,0,13
Tabs Ciprofloxacin 500mg,14's,28,0,16,0,12
Tabs Ciprofloxacin 500mg,14's,40,0,10,0,30
Tabs Ciprofloxacin 500mg,14's,1,0,1,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,0,0,0,0
Tabs Omeprazole 20mg,14's,0,10,3,0,7
Tabs Omeprazole 20mg,14's,5,0,3,0,2
Tab. Amoxil/clavulanic acid625mg(Vixa),16's,1200,0,0,0,0
Tab. Amoxil/clavulanic acid625mg(Vixa),16's,1200,0,0,0,0
Tab. Amoxil/clavulanic acid625mg(Vixa),16's,1200,0,0,0,0
Tab. Arthemeter/Lumefantrine,18's,130,0,0,0,0
Tab. Arthemeter/Lumefantrine,18's,130,0,0,0,0
Tab. Arthemeter/Lumefantrine,18's,130,0,0,0,0
Methylated Spirit,2 Litres,850,0,0,0,0
Methylated Spirit,2 Litres,850,0,0,0,0
Methylated Spirit,2 Litres,850,0,0,0,0
Mist Potassium Citrate,200ml,180,7,1260,20,27
Mist Potassium Citrate,200ml,180,15,2700,0,15
Mist Potassium Citrate,200ml,180,17,3060,0,17
Syr Vamiron,200ml,250,0,0,0,0
Syr Vamiron,200ml,250,0,0,0,0
Syr Vamiron,200ml,250,0,0,0,0
Tab. Nitrazepam 5mg,200's,1200,0,0,0,0
Tab. Nitrazepam 5mg,200's,1200,0,0,0,0
Tab. Nitrazepam 5mg,200's,1200,0,0,0,0
Tab cimetidine 400mg,20's,0,14,9,0,5
Tab. Amoxil/clav acid 375mg(Amovin),20's,1300,0,0,0,0
Tab. Amoxil/clav acid 375mg(Amovin),20's,1250,0,0,20,20
Tab. Amoxil/clav acid 375mg(Amovin),20's,1250,13,16250,0,13
Tab. Cimetidine 200mg,20's,115,0,0,10,10
Tab. Cimetidine 200mg,20's,115,5,575,0,5
Tab. Cimetidine 200mg,20's,115,10,1150,0,10
Tab. Cimetidine 400mg,20's,165,0,0,0,0
Tab. Cimetidine 400mg,20's,165,0,0,0,0
Tab. Cimetidine 400mg,20's,165,5,825,0,5
Tab. Fluconazole 50mg,20's,1200,0,0,0,0
Tab. Fluconazole 50mg,20's,1200,0,0,0,0
Tab. Fluconazole 50mg,20's,1200,0,0,0,0
Tab. Griseofulvin 500mg,20's,350,0,0,0,0
Tab. Griseofulvin 500mg,20's,350,0,0,0,0
Tab. Griseofulvin 500mg,20's,350,0,0,0,0
Tab. Ibuprofen 200mg,20's,40,0,0,0,0
Tab. Ibuprofen 200mg,20's,40,0,0,0,0
Tab. Ibuprofen 200mg,20's,40,0,0,0,0
Tab. M2tone,20's,17000,0,0,0,0
Tab. M2tone,20's,17000,0,0,0,0
Tab. M2tone,20's,17000,0,0,0,0
Tab. Amoxil/Clav. Acid 1g(Vixa),24's,1100,0,0,0,0
Tab. Amoxil/Clav. Acid 1g(Vixa),24's,1100,0,0,0,0
Tab. Amoxil/Clav. Acid 1g(Vixa),24's,1500,9,13500,0,9
Tab. Arthemeter/Lumefantrine,24's,280,0,0,0,0
Tab. Arthemeter/Lumefantrine,24's,280,0,0,0,0
Tab. Arthemeter/Lumefantrine,24's,330,0,0,30,30
Tabs Artemeter/ Lumefantrine 20/120mg,24's,0,0,0,0,0
Tabs Artemeter/ Lumefantrine 20/120mg,24's,0,0,0,0,0
Tabs Artemeter/ Lumefantrine 20/120mg,24's,0,0,0,0,0
Tabs Artemeter/ Lumefantrine 20/120mg,24's,0,0,0,0,0
Tabs Artemeter/ Lumefantrine 20/120mg,24's,0,0,0,0,0
Tabs Artemeter/ Lumefantrine 20/120mg,24's,0,0,0,0,0
Tabs Artemeter/ Lumefantrine 20/120mg,24's,0,0,0,0,0
Tabs Artemeter/ Lumefantrine 20/120mg,24's,0,0,0,0,0
Tabs Artemeter/ Lumefantrine 20/120mg,24's,0,0,0,0,0
Tabs Artemeter/ Lumefantrine 20/120mg,24's,0,0,0,0,0
Tabs Artemeter/ Lumefantrine 20/120mg,24's,0,0,0,0,0
Tabs Artemeter/ Lumefantrine 20/120mg,24's,0,0,0,0,0
Tabs Artemeter/ Lumefantrine 20/120mg,24's,0,0,0,0,0
Tabs Artemeter/ Lumefantrine 20/120mg,24's,0,0,0,0,0
Tabs Artemeter/ Lumefantrine 20/120mg,24's,0,0,0,0,0
Tabs Artemeter/ Lumefantrine 20/120mg,24's,0,0,0,0,0
Tabs Artemeter/ Lumefantrine 20/120mg,24's,0,0,0,0,0
Tabs Artemeter/ Lumefantrine 20/120mg,24's,0,0,0,0,0
Tabs Artemeter/ Lumefantrine 20/120mg,24's,0,0,0,0,0
Tabs Artemeter/ Lumefantrine 20/120mg,24's,0,0,0,0,0
Tabs Artemeter/ Lumefantrine 20/120mg,24's,0,0,0,0,0
Tabs Artemeter/ Lumefantrine 20/120mg,24's,0,0,0,0,0
Tabs Artemeter/ Lumefantrine 20/120mg,24's,0,0,0,0,0
Tabs Artemeter/ Lumefantrine 20/120mg,24's,0,0,0,0,0
Tabs Artemeter/ Lumefantrine 20/120mg,24's,0,0,0,0,0
Tabs Artemeter/ Lumefantrine 20/120mg,24's,0,0,0,0,0
Tabs Artemeter/ Lumefantrine 20/120mg,24's,0,0,0,0,0
Tabs Artemeter/ Lumefantrine 20/120mg,24's,0,0,0,0,0
Tabs Artemeter/ Lumefantrine 20/120mg,24's,0,0,0,0,0
Tabs Artemeter/ Lumefantrine 20/120mg,24's,0,0,0,0,0
Tabs Artemeter/ Lumefantrine 20/120mg,24's,0,0,0,0,0
Tabs Artemeter/ Lumefantrine 20/120mg,24's,0,0,0,0,0
Tabs Artemeter/ Lumefantrine 20/120mg,24's,0,0,0,0,0
Tabs Artemeter/ Lumefantrine 20/120mg,24's,0,0,0,0,0
Tabs Artemeter/ Lumefantrine 20/120mg,24's,0,0,0,0,0
Tabs Artemeter/ Lumefantrine 20/120mg,24's,0,0,0,0,0
Tabs Artemeter/ Lumefantrine 20/120mg,24's,0,0,0,0,0
Tabs Artemeter/ Lumefantrine 20/120mg,24's,0,0,0,0,0
Tabs Artemeter/ Lumefantrine 20/120mg,24's,0,0,0,0,0
Tabs Artemeter/ Lumefantrine 20/120mg,24's,0,0,0,0,0
Tabs Artemeter/ Lumefantrine 20/120mg,24's,0,0,0,0,0
Tabs Artemeter/ Lumefantrine 20/120mg,24's,0,0,0,0,0
Tabs Artemeter/ Lumefantrine 20/120mg,24's,20,0,0,0,20
Tabs Artemeter/ Lumefantrine 20/120mg,24's,30,0,0,0,30
Tabs Artemeter/ Lumefantrine 20/120mg,24's,28,0,0,0,28
Tabs Artemeter/ Lumefantrine 20/120mg,24's,30,0,0,0,30
Tabs Artemeter/ Lumefantrine 20/120mg,24's,27,0,0,0,27
Tabs Artemeter/ Lumefantrine 20/120mg,24's,12,0,0,0,12
Tabs Artemeter/ Lumefantrine 20/120mg,24's,30,0,0,0,30
Tabs Artemeter/ Lumefantrine 20/120mg,24's,20,0,0,0,20
Tabs Artemeter/ Lumefantrine 20/120mg,24's,30,0,0,0,30
Tabs Artemeter/ Lumefantrine 20/120mg,24's,27,0,0,0,27
Tabs Artemeter/ Lumefantrine 20/120mg,24's,30,0,0,0,30
Tabs Artemeter/ Lumefantrine 20/120mg,24's,0,30,30,0,0
Tabs Artemeter/ Lumefantrine 20/120mg,24's,0,30,30,0,0
Tabs Artemeter/ Lumefantrine 20/120mg,24's,0,30,4,0,26
Tabs Artemeter/ Lumefantrine 20/120mg,24's,0,30,30,0,0
Tabs Artemeter/ Lumefantrine 20/120mg,24's,17,0,3,0,14
Tabs Artemeter/ Lumefantrine 20/120mg,24's,30,0,6,0,24
Tabs Artemeter/ Lumefantrine 20/120mg,24's,30,0,10,0,20
Tabs Artemeter/ Lumefantrine 20/120mg,24's,24,0,7,0,17
Tabs Artemeter/ Lumefantrine 20/120mg,24's,26,0,2,0,24
Tabs Artemeter/ Lumefantrine 20/120mg,24's,12,0,2,0,10
Tabs Artemeter/ Lumefantrine 20/120mg,24's,30,0,2,0,28
Tabs Artemeter/ Lumefantrine 20/120mg,24's,2,0,2,0,0
Tabs Artemeter/ Lumefantrine 20/120mg Syr,24's,0,30,15,0,15
Tabs Artemeter/ Lumefantrine 20/120mg Syr,24's,4,0,1,0,3
Tabs Artemeter/ Lumefantrine 20/120mg Syr,24's,5,0,1,0,4
Tabs Artemeter/ Lumefantrine 20/120mg Syr,24's,15,0,10,0,5
